id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
721025,https://www.airbnb.com/rooms/721025,20231227030725,2023-12-27,city scrape,Rental unit in Geneva · ★4.83 · 1 bedroom · 3 beds · 1 bath,,"Very near to: the old town, public transportations, groceries, museums, lac, France.<br />Secure area.",https://a0.muscache.com/pictures/98296242-c72a-44e7-875f-143945336c1e.jpg,3722546,https://www.airbnb.com/users/show/3722546,Mimi,2012-10-01,"Geneva, Switzerland","Après 3 ans d'interruption, c'est avec plaisir que nous vous  recevrons à nouveau tout au long de l'année à:

GENEVE pour rendre votre séjour touristique ou de travail agréable. 
Nous vous proposons 1 petit appartement avec une chambre et un salon cuisine et salle de bain.
Vous vous y sentirez vite chez vous, même si nous sommes absents. Il y a une Boite à clés avec un code. 
La décoration est simple, soignée et propre.
 Ce que j’attends de mes hôtes est de prendre soin des lieus et des voisins. Merci de vider le frigo et emporter vos poubelles.

Nous aimons la vie, le chocolat, le ski, les amis, lire, se promener dans la nature, la musique, les bons films, découvrir, échanger quelques mots sur ce que nous connaissons et ce que vous nous ferez peut-être connaître de vos expériences de voyage et de vie.
Nous aimerons votre compagnie, mais nous savons nous faire discret!

Nous attendons de nos hôtes juste qu'ils soient contents et qu'ils soient dans le respect des lieux et de chacun.

Si vous aimez les gourmandises, ne manquez pas de gouter à nos Caramels tendres au cacao fait maison avec des ingrédients de qualité et 100% Suisse!  (sur demande à la réservation)
Vous pourrez repartir avec votre petit sachet pour quelques francs suisse....

Profitons de la vie et de ce qu'elle nous offre!

A bientôt
(PS: a la lecture des commentaires, il y en a qui se rapportaient à d’autres lieux mis en ligne qui ne sont plus à disposition!)
LIENS UTILES:
transports publiques et ligne de bus qui passe devant l'appartement de Genève:
Application pour les transports public de Genève: TPG
Application pour le partage de place de Park à Genève: parku",within a day,80%,41%,f,https://a0.muscache.com/im/users/3722546/profile_pic/1365886386/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3722546/profile_pic/1365886386/original.jpg?aki_policy=profile_x_medium,,2,3,['phone'],t,t,"Geneva, Switzerland",Commune de Genève,,46.19896,6.15499,Entire rental unit,Entire home/apt,2,,1 bath,,3,[],$165.00,2,28,2,2,28,28,2.0,28.0,,t,0,0,0,269,2023-12-27,31,5,0,2012-10-17,2023-06-14,4.83,4.9,4.9,4.9,4.87,4.84,4.58,,f,1,1,0,0,0.23
728403,https://www.airbnb.com/rooms/728403,20231227030725,2023-12-27,previous scrape,Rental unit in Geneva · ★4.74 · 1 bedroom · 2 beds · 1.5 baths,,"Lucia's home is located in Geneva, Switzerland.<br /><br />This gorgeous apartment enjoys a privileged location in the neuralgic point to move easily in the four cardinal points, where easily move all over all the city and surroundings thanks to the great public transportation close by.<br /><br />You will find it ideal for touring Geneva by walking, since you have everything close by, restaurants, convenient shops 7/7, 3 supermarkets, medical center downstairs, Gym right in the corner, department stores, tram stop just 3 mins. away, Lake 15 minutes walking,  the old town of Geneva just next to the lake and other attractions very accessible.<br /><br />* Airport just 10 mins. away<br /><br />* Mall Balexert just 3 minutes by tramway.<br /><br />*United Nations with a direct bus that takes you there in 6 minutes, though it is easy to do by walking<br /><br />* The commercial center of Geneva, where you can enjoy the most recognized touristic attractions, shopping, etc. approx. 15 minute",https://a0.muscache.com/pictures/miso/Hosting-728403/original/aab8299c-4b52-4894-aaa0-28d2c70bed29.jpeg,3778243,https://www.airbnb.com/users/show/3778243,Lucia,2012-10-06,"Geneva, Switzerland","I am for the good vibes, I see life with simplicity though I am not conformist. 

I am adventurous, I likes to travel and discover new horizons, I am easy to adapt, both in the most chic and in the most humble surroundings, cause I am coming from there, so it is very easy for me to get immerse .

I'm in for all gastronomy discovery, as I am a good eater :-), I am a person who likes to learn from every experience.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/31bed6f1-f509-49a2-872b-eb4eb328d977.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/31bed6f1-f509-49a2-872b-eb4eb328d977.jpg?aki_policy=profile_x_medium,,4,12,"['email', 'phone']",t,t,"Geneva, Switzerland",Commune de Genève,,46.21404,6.12431,Entire rental unit,Entire home/apt,4,,1.5 baths,,2,[],$358.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-27,54,0,0,2012-11-03,2022-08-28,4.74,4.81,4.96,4.8,4.94,4.63,4.61,,t,4,1,3,0,0.40
741176,https://www.airbnb.com/rooms/741176,20231227030725,2023-12-27,city scrape,Rental unit in Geneva · ★4.33 · 2 bedrooms · 3 beds · 1.5 baths,,,https://a0.muscache.com/pictures/b19f6e62-6a7c-4602-8a25-2fb32d4c0855.jpg,3566383,https://www.airbnb.com/users/show/3566383,First,2012-09-14,"Geneva, Switzerland",Accommodation solutions in Geneva (city & canton).,within a day,67%,6%,f,https://a0.muscache.com/im/users/3566383/profile_pic/1370289613/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3566383/profile_pic/1370289613/original.jpg?aki_policy=profile_x_medium,,5,7,"['email', 'phone']",t,t,,Commune de Genève,,46.19788,6.13691,Entire rental unit,Entire home/apt,4,,1.5 baths,,3,[],$355.00,4,365,4,4,365,365,4.0,365.0,,t,30,60,90,365,2023-12-27,24,0,0,2013-05-18,2020-08-29,4.33,4.71,4.83,4.63,4.38,4.71,4.33,,f,5,5,0,0,0.19
751882,https://www.airbnb.com/rooms/751882,20231227030725,2023-12-27,city scrape,Rental unit in Geneva · ★4.29 · 2 bedrooms · 2 beds · 1.5 baths,,"Many restaurants and bars in the area, a close supermarket and a few corner shops that open till late",https://a0.muscache.com/pictures/3b4fa372-9786-47d0-ad6a-f242d4a20396.jpg,777025,https://www.airbnb.com/users/show/777025,Maysoon,2011-07-04,"Geneva, Switzerland","Hi, I am from geneva, a consultant working as a freelance, and would be happy to welcome you here !",within an hour,100%,80%,f,https://a0.muscache.com/im/pictures/user/0822a4d1-0dc9-4675-b8e7-f610bdffd9bc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0822a4d1-0dc9-4675-b8e7-f610bdffd9bc.jpg?aki_policy=profile_x_medium,,2,5,"['email', 'phone', 'work_email']",t,t,"Geneva, Switzerland",Commune de Genève,,46.20234,6.1621,Entire rental unit,Entire home/apt,4,,1.5 baths,,2,[],$185.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,29,59,89,364,2023-12-27,73,1,0,2015-05-22,2023-01-02,4.29,4.3,3.95,4.69,4.67,4.85,4.28,,f,2,1,1,0,0.70
751941,https://www.airbnb.com/rooms/751941,20231227030725,2023-12-27,city scrape,Rental unit in Geneva · ★4.49 · 1 bedroom · 1.5 baths,,Nice neighborhood with many Restaurants and bars down the road do you have the lake weather is the fountain famous Geneva fountain is a nice for Promenade for walking or jogging,https://a0.muscache.com/pictures/10621623/1468a592_original.jpg,777025,https://www.airbnb.com/users/show/777025,Maysoon,2011-07-04,"Geneva, Switzerland","Hi, I am from geneva, a consultant working as a freelance, and would be happy to welcome you here !",within an hour,100%,80%,f,https://a0.muscache.com/im/pictures/user/0822a4d1-0dc9-4675-b8e7-f610bdffd9bc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0822a4d1-0dc9-4675-b8e7-f610bdffd9bc.jpg?aki_policy=profile_x_medium,,2,5,"['email', 'phone', 'work_email']",t,t,"Geneva, Switzerland",Commune de Genève,,46.20282,6.16197,Private room in rental unit,Private room,2,,1.5 baths,,,[],$80.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2023-12-27,72,8,0,2015-06-05,2023-07-25,4.49,4.57,4.58,4.69,4.82,4.82,4.53,,f,2,1,1,0,0.69
765191,https://www.airbnb.com/rooms/765191,20231227030725,2023-12-27,previous scrape,Rental unit in Geneva · ★4.58 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/d9d6abfe-9e76-485d-b721-d903c445ef7c.jpg,4034142,https://www.airbnb.com/users/show/4034142,Lise & Olivier,2012-11-01,"Geneva, Switzerland",We would love to welcome you in our sweet home and give you hints to visit Geneva. ,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/4034142/profile_pic/1352901603/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4034142/profile_pic/1352901603/original.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,,Commune de Genève,,46.20513,6.16157,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],,2,30,2,2,30,30,2.0,30.0,,,0,0,0,0,2023-12-27,26,0,0,2014-10-20,2019-05-05,4.58,4.72,4.76,4.96,4.96,4.76,4.72,,f,1,1,0,0,0.23
766186,https://www.airbnb.com/rooms/766186,20231227030725,2023-12-27,city scrape,Loft in Geneva · ★4.90 · 1 bedroom · 2 beds · 1 bath,,"Jonction is the place where the Rhône and the Arve meet on the west side of Geneva, but it’s also the place where locals meet up in the summer to bask along the water’s edge. <br /><br />Urban and trendy, this future eco-area, just 5 minutes from the city centre, is expanding with the creation of pedestrian zones and green spaces. <br /><br />On the south side of the neighbourhood, the Bois de la Bâtie forest delights kids with its animal park and adults with stunning views, walking and cycling paths. <br /><br />Jonction is conveniently located only 15 minutes walk from the shores of Lake Geneva along the River Rhône. <br /><br />On the doorstep is the best of the city - with supermarkets, transport links and restaurants - and the best of nature with the Rhône flowing past and a quiet forest only minutes away.",https://a0.muscache.com/pictures/75493700-88c4-40e6-8f80-8f0a0e820438.jpg,3987132,https://www.airbnb.com/users/show/3987132,Dave,2012-10-27,"Geneva, Switzerland","British but living in Geneva - clean and tidy - love design, architecture and interesting apartments with loads of character and warmth. Love to travel - experience new places - meet interesting new people. ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-3987132/original/6144cc53-4072-4d6a-b8fc-f60a824e3d86.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3987132/original/6144cc53-4072-4d6a-b8fc-f60a824e3d86.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Geneva, Switzerland",Commune de Genève,,46.20146,6.13148,Entire loft,Entire home/apt,4,,1 bath,,2,[],$155.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-27,206,28,2,2013-02-13,2023-12-10,4.9,4.94,4.89,4.94,4.95,4.77,4.75,,f,1,1,0,0,1.56
775934,https://www.airbnb.com/rooms/775934,20231227030725,2023-12-27,city scrape,Rental unit in Geneva · ★4.58 · 1 bedroom · 1 bed · 1.5 shared baths,,"The location is excellent, quiet area with parks around, and for those who love nature a nice walk takes you to the border of the river.<br /><br />Also, is ideal for touring Geneva by walking, Lake 15 minutes walking, the old town of Geneva just next to the lake and other attractions very accessible.<br /><br />The United Nations with a direct bus that takes you there in 6/8 minutes from home ( max. 20 mins easy and flat walking)<br /><br />We are close to the heart of Geneva, where you can enjoy the most recognized tourists attractions, as the Jet d'Eau, English Garden, Grange Park, Couture shopping, the old town, Pâquis, etc.<br /><br />Gare de Cornavin in 6 minutes by tram 14, 18 or bus 3<br />At Rolex's offices in 10 minutes in the main door taking a direct bus number 11 from home<br /><br />CERN in about 15 mins from home.<br />CICR (International red cross head quarter) and the International Museum of Red Cross 15 mins.<br /><br />Mission of United States of America. 20 mins.<br",https://a0.muscache.com/pictures/miso/Hosting-775934/original/aa7b97d4-2e4b-4aa5-b3bd-4d83aaff52d4.jpeg,3778243,https://www.airbnb.com/users/show/3778243,Lucia,2012-10-06,"Geneva, Switzerland","I am for the good vibes, I see life with simplicity though I am not conformist. 

I am adventurous, I likes to travel and discover new horizons, I am easy to adapt, both in the most chic and in the most humble surroundings, cause I am coming from there, so it is very easy for me to get immerse .

I'm in for all gastronomy discovery, as I am a good eater :-), I am a person who likes to learn from every experience.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/31bed6f1-f509-49a2-872b-eb4eb328d977.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/31bed6f1-f509-49a2-872b-eb4eb328d977.jpg?aki_policy=profile_x_medium,,4,12,"['email', 'phone']",t,t,"Geneva, Switzerland",Commune de Genève,,46.2116,6.12765,Private room in rental unit,Private room,1,,1.5 shared baths,,1,[],$56.00,30,31,30,30,31,31,30.0,31.0,,t,0,0,0,0,2023-12-27,25,0,0,2013-04-12,2020-08-02,4.58,4.58,4.73,4.62,4.77,4.58,4.5,,f,4,1,3,0,0.19
800449,https://www.airbnb.com/rooms/800449,20231227030725,2023-12-27,city scrape,Loft in Geneva · ★4.88 · 4 bedrooms · 5 beds · 2 baths,,"St Jean, within 15m walk from the city center: a residential neighborhood of Geneva with some great restaurants, near the Rhone river, and within 10m of Geneva airport, Palexpo and the UN.",https://a0.muscache.com/pictures/miso/Hosting-800449/original/69c33c35-199b-4977-9c1a-b8b57d5401fd.jpeg,4214439,https://www.airbnb.com/users/show/4214439,Lucas,2012-11-22,"Geneva, Switzerland","Hello, I was born in France of international parents. I travel internationally for my business in the cosmetics & beauty space. With support team, we would be delighted to support you and your family to have a great stay in our family-focused villa in the south of France. We cater to responsible guests and family needs.",within a few hours,100%,92%,t,https://a0.muscache.com/im/pictures/user/64c5dfb2-c7b9-41df-b69b-dce2be382f12.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64c5dfb2-c7b9-41df-b69b-dce2be382f12.jpg?aki_policy=profile_x_medium,French Riviera,4,5,"['email', 'phone']",t,t,"Geneva, Switzerland",Commune de Genève,,46.20442,6.12666,Entire loft,Entire home/apt,6,,2 baths,,5,[],$297.00,3,40,3,3,40,40,3.0,40.0,,t,6,6,6,6,2023-12-27,24,0,0,2013-02-05,2022-08-12,4.88,4.96,5.0,4.87,4.92,4.65,4.65,,f,1,1,0,0,0.18
899661,https://www.airbnb.com/rooms/899661,20231227030725,2023-12-27,city scrape,Rental unit in Genthod · 2 bedrooms · 1 bed · 1 bath,,"Our neighborhood is a great quiet place and a perfect location if you like outdoor sports such as running, biking, sailing paddling  swimming in the lake ect. <br />It has very confortable highway connection and airport is close by if you need to travel.",https://a0.muscache.com/pictures/13340168/c7ebd849_original.jpg,4896475,https://www.airbnb.com/users/show/4896475,Ruth,2013-01-29,"Genthod, Switzerland","",N/A,N/A,100%,f,https://a0.muscache.com/im/users/4896475/profile_pic/1359492199/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4896475/profile_pic/1359492199/original.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,"Genthod, Geneva, Switzerland",Genthod,,46.25937,6.14957,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$220.00,12,363,12,12,363,363,12.0,363.0,,t,1,1,1,210,2023-12-27,1,1,0,2023-04-30,2023-04-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.12
914760,https://www.airbnb.com/rooms/914760,20231227030725,2023-12-27,city scrape,Rental unit in Geneva · ★4.92 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/13382062/16ee2fe9_original.jpg,4910312,https://www.airbnb.com/users/show/4910312,Claris,2013-01-30,"Geneva, Switzerland","I am a true Italian, who highly values hospitality. I am very kind and precise with respectful tenants. I rent my apartments since 10 years now and my best reward is my guests' comfort and satisfaction.",within a day,60%,42%,f,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_x_medium,,5,6,"['email', 'phone']",t,t,,Commune de Genève,,46.19201,6.15662,Entire rental unit,Entire home/apt,4,,1 bath,,1,[],$150.00,7,365,7,7,365,365,7.0,365.0,,t,20,45,71,327,2023-12-27,13,2,0,2013-04-28,2023-05-27,4.92,4.92,4.85,4.62,4.69,4.92,4.62,,f,4,4,0,0,0.10
921964,https://www.airbnb.com/rooms/921964,20231227030725,2023-12-27,city scrape,Rental unit in Satigny · 1 bedroom · 2 beds · 1 shared bath,,,https://a0.muscache.com/pictures/d18e9503-7792-4f8f-a86e-53dcab44d664.jpg,2633427,https://www.airbnb.com/users/show/2633427,Odrey,2012-06-14,"Geneva, Switzerland","",a few days or more,0%,50%,f,https://a0.muscache.com/im/pictures/user/f2f0db8e-9217-4574-ac97-743b1a9523de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f2f0db8e-9217-4574-ac97-743b1a9523de.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Satigny,,46.21597,6.03816,Private room in rental unit,Private room,1,,1 shared bath,,2,[],$75.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,90,2023-12-27,2,0,0,2013-12-23,2015-05-23,5.0,4.5,5.0,5.0,5.0,4.5,5.0,,f,1,0,1,0,0.02
935428,https://www.airbnb.com/rooms/935428,20231227030725,2023-12-27,city scrape,Condo in Geneva · ★5.0 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/13794787/3c5a3079_original.jpg,4910312,https://www.airbnb.com/users/show/4910312,Claris,2013-01-30,"Geneva, Switzerland","I am a true Italian, who highly values hospitality. I am very kind and precise with respectful tenants. I rent my apartments since 10 years now and my best reward is my guests' comfort and satisfaction.",within a day,60%,42%,f,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_x_medium,,5,6,"['email', 'phone']",t,t,,Commune de Genève,,46.19202,6.15335,Entire condo,Entire home/apt,4,,1 bath,,2,[],$140.00,7,730,7,7,730,730,7.0,730.0,,t,4,4,4,209,2023-12-27,5,0,0,2017-12-10,2022-06-30,5.0,5.0,5.0,5.0,5.0,5.0,4.8,,f,4,4,0,0,0.07
952342,https://www.airbnb.com/rooms/952342,20231227030725,2023-12-27,city scrape,Rental unit in Meinier · ★4.92 · 2 bedrooms · 2 beds · 1 bath,,"The house's situated in a very small village in the rural zone of Geneva, surrouned by wineyards and green gardens and looking at the Mt Blanc. It's a beautiful region for walks, bike (and horse!) rides, birds watching. And all just a 15 min bus drive from the center of the city!",https://a0.muscache.com/pictures/miso/Hosting-952342/original/f67e70aa-4d8f-4f88-b1b9-1e1e9486fc14.jpeg,952440,https://www.airbnb.com/users/show/952440,Dunja,2011-08-10,"Geneva, Switzerland","I'm a freelance interior & graphic designer, a DJ and I run a music booking agency. I I love travelling, meeting people, discovering new places. ",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/3fa23560-d1f7-4f3f-bbc1-78d6e7fa3fc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3fa23560-d1f7-4f3f-bbc1-78d6e7fa3fc0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Meinier, Geneva, Switzerland",Meinier,,46.23633,6.21691,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$130.00,3,30,3,3,30,30,3.0,30.0,,t,0,0,0,147,2023-12-27,12,0,0,2013-04-25,2019-07-18,4.92,4.75,4.75,4.92,4.92,4.75,4.83,,f,1,1,0,0,0.09
952395,https://www.airbnb.com/rooms/952395,20231227030725,2023-12-27,city scrape,Loft in Carouge · ★4.88 · 1 bedroom · 2 beds · 1 bath,,"The calm in middle of the town, to cross the river and see how it change daily...been in Carouge which is a pleasant area, the proximity with the center (you can join the very center in 10 minutes by foot), the bistros, cafes, markets, museum and galeries....",https://a0.muscache.com/pictures/miso/Hosting-952395/original/86803dd5-179e-427a-b774-272cae7b1a54.jpeg,4249323,https://www.airbnb.com/users/show/4249323,SimIldik,2012-11-26,"Geneva, Switzerland","Eclectic in our interests and tastes we love to travel and meet new countries,  peoples and cultures. 



",within a few hours,100%,75%,f,https://a0.muscache.com/im/pictures/user/9e78a920-b778-42ce-80d8-628e8692065f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9e78a920-b778-42ce-80d8-628e8692065f.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,"Carouge, Geneva, Switzerland",Commune de Genève,,46.18905,6.13824,Entire loft,Entire home/apt,2,,1 bath,,2,[],$186.00,3,720,3,3,720,720,3.0,720.0,,t,20,34,34,212,2023-12-27,43,1,0,2013-09-01,2023-05-01,4.88,4.93,4.9,4.98,4.97,4.75,4.75,,f,2,2,0,0,0.34
